LLM/sandbox/Gemini/_utils.py:1: unused import 'asyncio' (90% confidence, 1 line)
tests/FoSpy/ui/test_pyqtgraph.py:278: unused variable 'expected' (100% confidence, 1 line)
tests/FoSpy/ui/test_pyqtgraph.py:292: unused variable 'expected' (100% confidence, 1 line)
tests/FoSpy/ui/test_pyqtgraph.py:306: unused variable 'expected' (100% confidence, 1 line)
tests/FoSpy/ui/test_pyqtgraph.py:320: unused variable 'expected' (100% confidence, 1 line)
tests/FoSpy/ui/test_pyqtgraph.py:334: unused variable 'expected' (100% confidence, 1 line)
tests/FoSpy/ui/test_pyqtgraph.py:348: unused variable 'expected' (100% confidence, 1 line)
tests/FoSpy/ui/test_pyqtgraph.py:362: unused variable 'expected' (100% confidence, 1 line)
tests/FoSpy/ui/test_pyqtgraph.py:376: unused variable 'expected' (100% confidence, 1 line)
tests/FoSpy/ui/test_utils.py:3: unused import 'FoSpy' (90% confidence, 1 line)
tests/FoSpy/ui/test_utils.py:13: unused variable 'expected' (100% confidence, 1 line)
tests/FoSpy/ui/test_utils.py:26: unused variable 'expected' (100% confidence, 1 line)
src/FoSpy/blocks/data.py:3: unused class 'TraceData' (60% confidence, 2 lines)
src/FoSpy/blocks/files.py:137: unused method 'check_attachments' (60% confidence, 2 lines)
src/FoSpy/blocks/synthesis.py:12: unused method 'insert_material' (60% confidence, 3 lines)
src/FoSpy/blocks/synthesis.py:16: unused method 'insert_treatment' (60% confidence, 3 lines)
src/FoSpy/blocks/treatments.py:67: unused method 'show_plot' (60% confidence, 3 lines)
src/FoSpy/blocks/treatments.py:71: unused method 'interactive_plot' (60% confidence, 3 lines)
src/FoSpy/blocks/_blockUtils.py:106: unused function '_show_quick_pattern' (60% confidence, 4 lines)
src/FoSpy/blocks/treatments.py:24: unused method 'example_calc' (60% confidence, 4 lines)
tests/FoSpy/code_example/conftest.py:70: unused import 'fb' (90% confidence, 4 lines)
src/FoSpy/blocks/treatments.py:254: unused method 'add_all_missing_parameters' (60% confidence, 5 lines)
tests/FoSpy/code_example/conftest.py:28: unused function 'example_start' (60% confidence, 5 lines)
src/FoSpy/_debug.py:66: unused function 'debug_status' (60% confidence, 6 lines)
src/FoSpy/config/__init__.py:46: unused function 'revert' (60% confidence, 6 lines)
src/FoSpy/ui/pyqtgraph.py:123: unused method 'next_ctrl_row' (60% confidence, 6 lines)
src/FoSpy/blocks/materials.py:58: unused method 'add_all_MW' (60% confidence, 7 lines)
src/FoSpy/blocks/metadata.py:43: unused method 'add_nom_MW' (60% confidence, 8 lines)
src/FoSpy/config/__init__.py:36: unused function 'load_user' (60% confidence, 9 lines)
src/FoSpy/_dev/testing/_utils.py:41: unused function 'run_batch' (60% confidence, 10 lines)
src/FoSpy/config/__init__.py:53: unused function 'reset' (60% confidence, 11 lines)
src/FoSpy/json/utils.py:6: unused function 'block_from_file' (60% confidence, 12 lines)
src/FoSpy/blocks/attachments.py:237: unused method 'quick_pattern' (60% confidence, 13 lines)
src/FoSpy/blocks/blocks.py:1167: unused method 'add_all_calc_routines' (60% confidence, 15 lines)
src/FoSpy/blocks/blocks.py:142: unused method 'find_tempdir' (60% confidence, 17 lines)
src/FoSpy/blocks/materials.py:66: unused method 'add_weight_pcts' (60% confidence, 17 lines)
LLM/sandbox/Gemini/_utils.py:62: unused function '_get_key_from_upload' (60% confidence, 19 lines)
src/FoSpy/blocks/blocks.py:1213: unused method 'keys_to_front' (60% confidence, 22 lines)
src/FoSpy/parsing/validators/filenames.py:48: unused function 'file_extension' (60% confidence, 22 lines)
src/FoSpy/plotting/diffraction/phase_match/__init__.py:73: unused method 'plot_matches' (60% confidence, 29 lines)
LLM/sandbox/Gemini/_utils.py:7: unused function '_get_key' (60% confidence, 33 lines)
src/FoSpy/blocks/data.py:6: unused class 'CSVdata' (60% confidence, 65 lines)
src/FoSpy/plotting/diffraction/phase_match/__init__.py:7: unused class 'PhaseMatcher' (60% confidence, 127 lines)
